[30.        0.        0.986476]
[30.       0.       1.00943]
[30.        0.        0.992937]
[30.        0.        0.986522]
[30.       0.       1.00121]
[30.       0.       1.00457]
[30.        0.        0.999304]
[30.       0.       1.00265]
[30.        0.        0.990172]
[30.        0.        0.981138]
[30.       0.       0.99708]
[30.        0.        0.984686]
[30.       0.       0.98763]
[30.       0.       1.00253]
[30.        0.        0.999734]
[30.      0.      1.0036]
[30.        0.        0.999585]
[30.        0.        0.996484]
[30.       0.       0.99942]
[30.       0.       1.00448]
[30.        0.        0.995617]
[30.        0.        0.997877]
[30.       0.       1.00054]
[30.       0.       1.01196]
[30.       0.       1.00287]
[30.       0.       1.00439]
[30.        0.        0.994704]
[30.       0.       1.01116]
[30.        0.        0.992434]
[30.       0.       1.01325]
[30.       0.       1.00082]
[30.        0.        0.988369]
[30.       0.       1.00559]
[30.        0.        0.988846]
[30.       0.       1.01304]
[30.        0.        0.997475]
[30.       0.       1.00223]
[30.      0.      1.0014]
[30.       0.       1.00514]
[30.       0.       1.00438]
[30.        0.        0.998376]
[30.        0.        0.990747]
[30.      0.      1.0041]
[30.        0.        0.984771]
[30.        0.        0.999273]
[30.        0.        0.998341]
[30.       0.       0.99922]
[30.      0.      1.0024]
[30.       0.       1.00032]
[30.       0.       1.00761]
[30.       0.       1.00563]
[30.       0.       1.01171]
[30.       0.       1.01735]
[30.        0.        0.989514]
[30.       0.       1.01202]
[30.       0.       1.00084]
[30.       0.       1.00749]
[30.       0.       1.00156]
[30.       0.       1.00364]
[30.        0.        0.998987]
[30.       0.       1.00293]
[30.        0.        0.994206]
[30.        0.        0.997762]
[30.        0.        0.988385]
[30.       0.       1.00267]
[30.       0.       1.00837]
[30.       0.       1.00004]
[30.        0.        0.990223]
[30.       0.       1.00093]
[30.       0.       1.01197]
[30.        0.        0.988333]
[30.        0.        0.998684]
[30.      0.      0.9981]
[30.       0.       1.00027]
[30.       0.       1.00022]
[30.      0.      1.0061]
[30.        0.        0.993232]
[30.        0.        0.996513]
[30.      0.      1.0126]
[30.        0.        0.984037]
[30.       0.       1.00187]
[30.       0.       1.01099]
[30.       0.       1.00322]
[30.        0.        0.988735]
[30.        0.        0.999155]
[30.      0.      1.0128]
[30.       0.       1.01277]
[30.        0.        0.994525]
[30.        0.        0.988064]
[30.        0.        0.987112]
[30.        0.        0.984574]
[30.       0.       1.01141]
[30.       0.       1.01692]
[30.       0.       1.00464]
[30.       0.       0.98405]
[30.       0.       1.00539]
[30.        0.        0.996199]
[30.       0.       1.00359]
[30.        0.        0.996757]
[30.       0.       1.00563]
[30.       0.       1.01287]
[30.      0.      0.9964]
[30.       0.       1.00412]
[30.       0.       1.01351]
[30.       0.       1.01153]
[30.        0.        0.994491]
[30.        0.        0.993001]
[30.        0.        0.993183]
[30.       0.       1.00054]
[30.        0.        0.997916]
[30.        0.        0.989034]
[30.        0.        0.980364]
[30.       0.       1.00856]
[30.       0.       1.01305]
[30.        0.        0.998139]
[30.       0.       1.01056]
[30.       0.       1.00033]
[30.       0.       1.00856]
[30.        0.        0.992386]
[30.       0.       1.00003]
[30.       0.       1.00757]
[30.        0.        0.996938]
[30.       0.       1.00229]
[30.        0.        0.993883]
[30.        0.        0.994937]
[30.        0.        0.991358]
[30.       0.       1.01458]
[30.        0.        0.986443]
[30.       0.       0.99838]
[30.       0.       1.01005]
[30.      0.      0.9918]
[30.       0.       1.00046]
[30.      0.      1.0168]
[30.        0.        0.986652]
[30.        0.        0.999375]
[30.        0.        0.994857]
[30.        0.        0.999722]
[30.        0.        0.997108]
[30.        0.        0.992643]
[30.        0.        0.994838]
[30.       0.       1.00573]
[30.       0.       1.00024]
[30.       0.       1.00379]
[30.        0.        0.992806]
[30.       0.       1.01311]
[30.       0.       1.00232]
[30.        0.        0.998504]
[30.       0.       1.00682]
[30.       0.       1.00349]
[30.        0.        0.994818]
[30.       0.       1.01051]
[30.       0.       1.00184]
[30.       0.       1.00169]
[30.       0.       0.97959]
[30.       0.       0.98582]
[30.       0.       1.00963]
[30.        0.        0.991982]
[30.       0.       0.99742]
[30.        0.        0.994493]
[30.        0.        0.992146]
[30.      0.      1.0053]
[30.        0.        0.999442]
[30.        0.        0.995559]
[30.        0.        0.998704]
[30.       0.       1.00016]
[30.      0.      1.0013]
[30.     0.     1.007]
[30.        0.        0.992552]
[30.        0.        0.991243]
[30.        0.        0.992469]
[30.       0.       1.00071]
[30.        0.        0.998386]
[30.        0.        0.999992]
[30.       0.       1.00043]
[30.        0.        0.991936]
[30.        0.        0.999212]
[30.      0.      1.0115]
[30.       0.       1.00588]
[30.       0.       1.00501]
[30.       0.       1.00271]
[30.       0.       1.00293]
[30.       0.       1.00847]
[30.       0.       1.00952]
[30.       0.       1.00831]
[30.       0.       1.00589]
[30.        0.        0.999964]
[30.        0.        0.996954]
[30.       0.       0.98897]
[30.       0.       1.01594]
[30.       0.       1.00742]
[30.        0.        0.991258]
[30.       0.       1.00603]
[30.       0.       0.99665]
[30.        0.        0.998092]
[30.       0.       1.01125]
[30.        0.        0.983297]
[30.       0.       1.00856]
[30.        0.        0.986475]
